     82.37.121.50,
     82.37.121.50,
     165.91.71.82,
     203.162.165.11,
     128.194.216.28,
     128.194.111.175,
     128.194.216.28,
     128.194.220.39,
     165.91.70.83,
     128.194.141.129,
     165.91.240.209,
     165.91.240.209,
     61.0.200.117,
     61.0.200.117,
     61.0.200.117,
     165.91.174.150,
     165.91.148.81,
     128.194.25.165,
     128.194.25.165,
     4.34.138.5,
     165.91.241.7,
     165.91.241.7,
     165.91.241.7,
     165.91.241.7,
     165.91.241.7,
     165.91.166.84,
202.88.154.177,     202.88.154.177,
     130.74.134.118,
143.89.38.36     143.89.188.5,
143.89.38.36,     143.89.188.5,
,  ,   220.224.31.67 Thu 15th Jan,2004 10:08 pm
10.0.0.117,  ,   210.212.185.162 Thu 15th Jan,2004 10:08 pm
10.0.0.228,  ,   210.212.185.162 Thu 15th Jan,2004 10:09 pm
10.0.0.117,  ,   210.212.185.162 Thu 15th Jan,2004 10:09 pm
192.168.13.31,   unknown,   203.199.81.149 Thu 15th Jan,2004 10:10 pm
192.168.13.31,   unknown,   203.199.81.149 Thu 15th Jan,2004 10:10 pm
,  ,   202.138.119.197 Thu 15th Jan,2004 10:11 pm
192.168.13.31,   unknown,   203.199.51.149 Thu 15th Jan,2004 10:11 pm
,  ,   202.138.119.197 Thu 15th Jan,2004 10:11 pm
192.168.254.50,  ,   210.212.184.242 Thu 15th Jan,2004 10:11 pm
192.168.13.31,   unknown,   203.199.51.149 Thu 15th Jan,2004 10:15 pm
,  ,   220.224.31.67 Thu 15th Jan,2004 10:16 pm
192.168.13.31,   unknown,   203.199.51.149 Thu 15th Jan,2004 10:17 pm
10.100.60.161,  ,   202.138.119.193 Thu 15th Jan,2004 10:20 pm
,  ,   203.88.129.215 Thu 15th Jan,2004 10:22 pm
192.168.13.31,   unknown,   203.199.81.149 Thu 15th Jan,2004 10:23 pm
192.168.13.31,   unknown,   203.199.81.149 Thu 15th Jan,2004 10:24 pm
,  ,   203.88.129.215 Thu 15th Jan,2004 10:25 pm
,  ,   203.88.130.217 Thu 15th Jan,2004 10:32 pm
,  ,   203.88.129.182 Thu 15th Jan,2004 10:37 pm
144.16.245.27,  ,   202.141.24.2 Thu 15th Jan,2004 10:41 pm
,  ,   61.1.105.236 Thu 15th Jan,2004 10:41 pm
,  ,   61.1.104.84 Thu 15th Jan,2004 10:47 pm
10.0.0.228,  ,   210.212.185.162 Thu 15th Jan,2004 10:49 pm
,  ,   61.1.104.84 Thu 15th Jan,2004 10:49 pm
,  ,   220.224.4.132 Thu 15th Jan,2004 10:51 pm
,  ,   202.71.141.31 Thu 15th Jan,2004 10:52 pm
,  ,   61.11.17.91 Thu 15th Jan,2004 10:58 pm
10.100.5.11,   unknown,   203.199.81.149 Thu 15th Jan,2004 11:00 pm
,  ,   203.192.203.54 Thu 15th Jan,2004 11:04 pm
,  ,   203.94.217.232 Thu 15th Jan,2004 11:04 pm
,  ,   61.1.46.180 Thu 15th Jan,2004 11:06 pm
,  ,   61.95.218.215 Thu 15th Jan,2004 11:06 pm
192.168.13.31,   unknown,   203.199.51.149 Thu 15th Jan,2004 11:08 pm
192.168.13.31,   unknown,   203.199.81.149 Thu 15th Jan,2004 11:08 pm
,  ,   219.65.8.13 Thu 15th Jan,2004 11:08 pm
10.12.12.192,  ,   61.11.17.165 Thu 15th Jan,2004 11:09 pm
,  ,   61.95.137.248 Thu 15th Jan,2004 11:11 pm
10.40.28.10,  ,   203.94.73.203 Thu 15th Jan,2004 11:12 pm
,  ,   61.1.114.103 Thu 15th Jan,2004 11:14 pm
,  ,   61.1.114.103 Thu 15th Jan,2004 11:15 pm
,  ,   61.1.49.37 Thu 15th Jan,2004 11:22 pm
203.196.130.114,  ,   203.196.130.114 Thu 15th Jan,2004 11:23 pm
203.196.130.114,  ,   203.196.130.114 Thu 15th Jan,2004 11:24 pm
10.100.63.202,  ,   202.138.119.193 Thu 15th Jan,2004 11:28 pm
,  ,   203.94.217.226 Thu 15th Jan,2004 11:31 pm
,  ,   193.220.224.6 Thu 15th Jan,2004 11:32 pm
202.160.166.78,  ,   202.160.164.11 Thu 15th Jan,2004 11:32 pm
,  ,   193.220.224.6 Thu 15th Jan,2004 11:33 pm
,  ,   219.65.88.129 Thu 15th Jan,2004 11:33 pm
,  ,   61.1.16.66 Thu 15th Jan,2004 11:33 pm
10.4.203.85,   10.4.11.25,   203.199.81.149 Thu 15th Jan,2004 11:37 pm
,  ,   61.0.212.205 Thu 15th Jan,2004 11:40 pm
10.100.63.202,  ,   202.138.119.193 Thu 15th Jan,2004 11:42 pm
,  ,   202.9.172.88 Thu 15th Jan,2004 11:42 pm
172.31.85.176,  ,   210.212.49.11 Thu 15th Jan,2004 11:43 pm
,  ,   203.88.137.21 Thu 15th Jan,2004 11:43 pm
,  ,   202.164.104.210 Thu 15th Jan,2004 11:44 pm
,  ,   193.220.224.6 Thu 15th Jan,2004 11:45 pm
,  ,   193.220.224.6 Thu 15th Jan,2004 11:48 pm
172.31.117.157,  ,   203.197.196.1 Thu 15th Jan,2004 11:52 pm
172.16.9.51,  ,   216.236.98.130 Thu 15th Jan,2004 11:56 pm
172.31.112.123,  ,   203.200.95.130 Thu 15th Jan,2004 11:56 pm
10.4.203.85,   10.4.11.25,   203.199.81.149 Thu 15th Jan,2004 11:59 pm
10.113.142.81,   unknown,   203.199.81.149 Fri 16th Jan,2004 12:01 am
,  ,   203.94.217.104 Fri 16th Jan,2004 12:01 am
,  ,   202.164.104.213 Fri 16th Jan,2004 12:10 am
10.8.202.51,   10.8.11.15,   203.199.51.149 Fri 16th Jan,2004 12:11 am
,  ,   61.1.188.101 Fri 16th Jan,2004 12:16 am
172.31.85.254,  ,   210.212.49.12 Fri 16th Jan,2004 12:16 am
10.8.202.51,   10.8.11.15,   203.199.81.149 Fri 16th Jan,2004 12:16 am
,  ,   210.212.152.14 Fri 16th Jan,2004 12:21 am
172.31.52.65,  ,   210.212.49.12 Fri 16th Jan,2004 12:29 am
,  ,   61.1.101.238 Fri 16th Jan,2004 12:36 am
,  ,   203.195.162.149 Fri 16th Jan,2004 12:38 am
,  ,   219.65.86.109 Fri 16th Jan,2004 12:49 am
10.9.2.8,   10.9.11.16,   203.199.81.149 Fri 16th Jan,2004 12:56 am
10.9.2.8,   10.9.11.16,   203.199.81.149 Fri 16th Jan,2004 12:56 am
10.9.2.8,   10.9.11.16,   203.199.81.149 Fri 16th Jan,2004 12:56 am
10.9.2.8,   10.9.11.16,   203.199.81.149 Fri 16th Jan,2004 12:56 am
10.9.2.8,   10.9.11.16,   203.199.81.149 Fri 16th Jan,2004 12:56 am
144.16.99.8,   unknown,   203.199.81.149 Fri 16th Jan,2004 01:07 am
10.9.2.8,   10.9.11.16,   203.199.81.149 Fri 16th Jan,2004 01:11 am
10.9.2.8,   10.9.11.16,   203.199.81.149 Fri 16th Jan,2004 01:11 am
10.9.2.8,   10.9.11.16,   203.199.81.149 Fri 16th Jan,2004 01:12 am
10.6.2.39,   unknown,   203.199.81.149 Fri 16th Jan,2004 01:14 am
,  ,   202.141.64.81 Fri 16th Jan,2004 01:14 am
10.100.5.11,   unknown,   203.199.81.149 Fri 16th Jan,2004 01:21 am
10.13.221.2,   10.13.101.15,   203.199.81.149 Fri 16th Jan,2004 01:49 am
172.31.81.81,  ,   203.200.95.130 Fri 16th Jan,2004 01:58 am
172.31.81.81,  ,   203.200.95.130 Fri 16th Jan,2004 01:59 am
203.196.130.114,  ,   203.196.130.114 Fri 16th Jan,2004 02:12 am
10.4.201.8,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 02:29 am
,  ,   80.141.186.81 Fri 16th Jan,2004 02:46 am
,  ,   80.141.186.81 Fri 16th Jan,2004 02:47 am
,  ,   80.141.186.81 Fri 16th Jan,2004 02:47 am
,  ,   80.141.186.81 Fri 16th Jan,2004 02:51 am
,  ,   80.141.186.81 Fri 16th Jan,2004 02:53 am
10.9.3.55,   unknown,   203.199.81.149 Fri 16th Jan,2004 03:20 am
10.13.235.10,   10.13.101.15,   203.199.51.149 Fri 16th Jan,2004 03:30 am
,  ,   69.132.122.183 Fri 16th Jan,2004 03:51 am
,  ,   69.132.122.183 Fri 16th Jan,2004 03:51 am
,  ,   202.141.64.209 Fri 16th Jan,2004 04:16 am
10.13.225.17,   10.13.101.15,   203.199.81.149 Fri 16th Jan,2004 04:43 am
10.4.201.70,   10.4.11.21,   203.199.51.149 Fri 16th Jan,2004 04:46 am
10.4.201.70,   10.4.11.21,   203.199.51.149 Fri 16th Jan,2004 04:48 am
10.40.28.10,  ,   203.94.73.203 Fri 16th Jan,2004 06:03 am
,  ,   217.231.210.237 Fri 16th Jan,2004 06:08 am
10.40.28.10,  ,   203.94.73.203 Fri 16th Jan,2004 06:20 am
,  ,   203.88.128.51 Fri 16th Jan,2004 07:06 am
,  ,   24.11.193.170 Fri 16th Jan,2004 07:23 am
,  ,   128.153.14.250 Fri 16th Jan,2004 07:29 am
10.7.200.74,   10.7.11.1,   203.199.81.149 Fri 16th Jan,2004 08:28 am
202.179.67.152,  ,   202.179.64.11 Fri 16th Jan,2004 08:47 am
202.153.47.61,  ,   202.153.44.6 Fri 16th Jan,2004 08:50 am
,  ,   202.9.139.54 Fri 16th Jan,2004 08:53 am
202.153.47.61,  ,   202.153.47.6 Fri 16th Jan,2004 08:53 am
,  ,   61.1.106.156 Fri 16th Jan,2004 09:46 am
,  ,   61.1.106.156 Fri 16th Jan,2004 09:46 am
,  ,   219.65.87.151 Fri 16th Jan,2004 10:15 am
202.51.78.212,  ,   202.51.78.5 Fri 16th Jan,2004 10:33 am
210.210.54.229,  ,   210.210.54.229 Fri 16th Jan,2004 10:40 am
210.210.54.229,  ,   210.210.54.229 Fri 16th Jan,2004 10:44 am
,  ,   158.144.51.36 Fri 16th Jan,2004 11:08 am
202.160.166.70,  ,   202.160.164.11 Fri 16th Jan,2004 11:20 am
10.4.1.38,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 11:23 am
10.4.1.38,   10.4.11.21,   203.199.51.149 Fri 16th Jan,2004 11:24 am
202.160.166.70,  ,   202.160.164.11 Fri 16th Jan,2004 11:24 am
10.10.3.16,   10.10.11.0,   203.199.51.149 Fri 16th Jan,2004 11:27 am
,  ,   61.11.41.23 Fri 16th Jan,2004 11:32 am
10.107.131.102,   unknown,   203.199.81.149 Fri 16th Jan,2004 11:35 am
10.109.6.225,   144.16.192.214,   203.197.98.2 Fri 16th Jan,2004 11:43 am
,  ,   202.54.42.117 Fri 16th Jan,2004 11:47 am
10.4.202.14,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 11:50 am
,  ,   61.2.0.236 Fri 16th Jan,2004 11:58 am
,  ,   219.65.110.154 Fri 16th Jan,2004 11:58 am
192.168.13.50,   unknown,   203.199.81.149 Fri 16th Jan,2004 12:19 pm
144.16.242.12,  ,   202.141.24.2 Fri 16th Jan,2004 12:27 pm
172.16.1.59,  ,   61.17.14.162 Fri 16th Jan,2004 12:49 pm
,  ,   210.212.144.33 Fri 16th Jan,2004 12:56 pm
172.31.14.38,  ,   202.131.119.39 Fri 16th Jan,2004 12:59 pm
,  ,   203.199.150.3 Fri 16th Jan,2004 01:01 pm
10.4.202.66,   10.4.11.21,   203.199.51.149 Fri 16th Jan,2004 01:01 pm
10.4.202.66,   10.4.11.21,   203.199.51.149 Fri 16th Jan,2004 01:02 pm
,  ,   61.11.80.87 Fri 16th Jan,2004 01:09 pm
172.31.21.72,  ,   210.212.49.14 Fri 16th Jan,2004 01:11 pm
10.0.30.32,  ,   210.212.157.2 Fri 16th Jan,2004 01:17 pm
10.4.3.64,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 01:18 pm
,  ,   203.199.141.99 Fri 16th Jan,2004 01:24 pm
,  ,   61.3.194.1 Fri 16th Jan,2004 01:29 pm
172.31.13.34,  ,   210.212.49.12 Fri 16th Jan,2004 01:32 pm
,  ,   61.95.208.130 Fri 16th Jan,2004 01:34 pm
,  ,   203.199.68.201 Fri 16th Jan,2004 01:35 pm
192.168.6.10,  ,   61.1.110.9 Fri 16th Jan,2004 01:44 pm
,  ,   203.77.201.114 Fri 16th Jan,2004 02:10 pm
,  ,   203.77.201.114 Fri 16th Jan,2004 02:11 pm
,  ,   203.77.201.114 Fri 16th Jan,2004 02:11 pm
10.0.90.131,  ,   210.212.157.2 Fri 16th Jan,2004 02:14 pm
192.168.13.35,   unknown,   203.199.51.149 Fri 16th Jan,2004 02:26 pm
192.168.13.35,   unknown,   203.199.51.149 Fri 16th Jan,2004 02:27 pm
10.13.101.16,   unknown,   203.199.81.149 Fri 16th Jan,2004 02:29 pm
,  ,   203.77.204.133 Fri 16th Jan,2004 02:36 pm
172.31.14.32,  ,   202.131.119.39 Fri 16th Jan,2004 02:37 pm
10.100.59.145,  ,   202.138.119.193 Fri 16th Jan,2004 02:37 pm
10.5.11.6,   unknown,   203.199.51.149 Fri 16th Jan,2004 02:46 pm
10.5.11.6,   unknown,   203.199.81.149 Fri 16th Jan,2004 02:47 pm
192.168.6.104,  ,   202.160.172.10 Fri 16th Jan,2004 02:48 pm
unknown,  ,   203.124.158.218 Fri 16th Jan,2004 02:57 pm
203.187.196.173,  ,   203.187.196.173 Fri 16th Jan,2004 03:12 pm
192.168.1.4,  ,   61.17.11.104 Fri 16th Jan,2004 03:23 pm
,  ,   61.1.110.9 Fri 16th Jan,2004 03:34 pm
,  ,   61.1.110.9 Fri 16th Jan,2004 03:35 pm
10.176.4.23,  ,   202.138.126.62 Fri 16th Jan,2004 03:55 pm
172.31.80.71,  ,   203.200.95.130 Fri 16th Jan,2004 04:16 pm
,  ,   202.41.82.34 Fri 16th Jan,2004 04:19 pm
,  ,   203.145.144.218 Fri 16th Jan,2004 04:36 pm
,  ,   202.9.133.77 Fri 16th Jan,2004 04:55 pm
10.100.63.237,  ,   202.138.119.193 Fri 16th Jan,2004 04:58 pm
10.105.11.207,   unknown,   203.199.81.149 Fri 16th Jan,2004 04:59 pm
10.100.63.240,  ,   202.138.119.193 Fri 16th Jan,2004 05:06 pm
202.51.78.212,  ,   202.51.78.5 Fri 16th Jan,2004 05:06 pm
,  ,   202.41.82.34 Fri 16th Jan,2004 05:24 pm
,  ,   203.94.234.120 Fri 16th Jan,2004 05:38 pm
10.102.1.1,   unknown,   203.199.81.149 Fri 16th Jan,2004 05:48 pm
10.102.1.1,   unknown,   203.199.51.149 Fri 16th Jan,2004 05:48 pm
10.102.1.1,   unknown,   203.199.51.149 Fri 16th Jan,2004 05:51 pm
172.31.85.131,  ,   210.212.49.14 Fri 16th Jan,2004 05:53 pm
172.31.85.131,  ,   210.212.49.14 Fri 16th Jan,2004 05:54 pm
,  ,   143.127.3.10 Fri 16th Jan,2004 06:12 pm
10.13.101.13,   unknown,   203.199.51.149 Fri 16th Jan,2004 06:21 pm
,  ,   61.11.17.233 Fri 16th Jan,2004 06:22 pm
,  ,   210.214.48.102 Fri 16th Jan,2004 06:25 pm
,  ,   202.9.139.83 Fri 16th Jan,2004 06:29 pm
,  ,   61.3.128.105 Fri 16th Jan,2004 06:31 pm
10.13.101.13,   unknown,   203.199.81.149 Fri 16th Jan,2004 06:35 pm
203.196.130.114,  ,   203.196.130.114 Fri 16th Jan,2004 06:36 pm
,  ,   210.214.48.102 Fri 16th Jan,2004 06:48 pm
,  ,   202.9.130.235 Fri 16th Jan,2004 07:04 pm
,  ,   220.224.42.48 Fri 16th Jan,2004 07:07 pm
144.16.245.27,  ,   202.141.24.2 Fri 16th Jan,2004 07:09 pm
10.13.211.35,   10.13.101.15,   203.199.81.149 Fri 16th Jan,2004 07:10 pm
10.13.211.35,   10.13.101.15,   203.199.81.149 Fri 16th Jan,2004 07:13 pm
144.16.245.27,  ,   202.141.24.2 Fri 16th Jan,2004 07:16 pm
172.31.85.176,  ,   210.212.49.14 Fri 16th Jan,2004 07:27 pm
10.5.202.12,   10.5.11.3,   203.199.81.149 Fri 16th Jan,2004 07:31 pm
,  ,   203.88.131.235 Fri 16th Jan,2004 07:33 pm
,  ,   220.224.30.244 Fri 16th Jan,2004 07:42 pm
,  ,   61.3.208.131 Fri 16th Jan,2004 07:46 pm
,  ,   61.11.16.125 Fri 16th Jan,2004 07:46 pm
,  ,   61.11.16.125 Fri 16th Jan,2004 07:47 pm
10.9.2.61,   10.9.11.16,   203.199.51.149 Fri 16th Jan,2004 07:55 pm
192.168.9.237,  ,   210.212.165.132 Fri 16th Jan,2004 07:56 pm
,  ,   219.65.83.85 Fri 16th Jan,2004 08:00 pm
210.210.55.127,  ,   210.210.55.127 Fri 16th Jan,2004 08:03 pm
10.7.11.4,   unknown,   203.199.51.149 Fri 16th Jan,2004 08:05 pm
,  ,   220.226.53.167 Fri 16th Jan,2004 08:05 pm
,  ,   61.11.19.93 Fri 16th Jan,2004 08:10 pm
210.210.55.127,  ,   210.210.55.127 Fri 16th Jan,2004 08:14 pm
,  ,   61.1.114.86 Fri 16th Jan,2004 08:17 pm
,  ,   61.1.114.86 Fri 16th Jan,2004 08:18 pm
210.210.55.127,  ,   210.210.55.127 Fri 16th Jan,2004 08:19 pm
,  ,   61.1.114.86 Fri 16th Jan,2004 08:19 pm
210.210.55.127,  ,   210.210.55.127 Fri 16th Jan,2004 08:37 pm
210.210.55.127,  ,   210.210.55.127 Fri 16th Jan,2004 08:37 pm
10.13.211.35,   10.13.101.15,   203.199.81.149 Fri 16th Jan,2004 08:39 pm
10.4.203.96,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 08:43 pm
10.13.101.14,   unknown,   203.199.81.149 Fri 16th Jan,2004 08:43 pm
10.4.203.96,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 08:44 pm
10.4.203.96,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 08:46 pm
10.4.203.96,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 08:46 pm
,  ,   202.177.146.164 Fri 16th Jan,2004 09:03 pm
10.9.2.8,   10.9.11.16,   203.199.51.149 Fri 16th Jan,2004 09:17 pm
10.9.2.8,   10.9.11.16,   203.199.51.149 Fri 16th Jan,2004 09:17 pm
155.69.130.13,  ,   155.69.5.223 Fri 16th Jan,2004 09:21 pm
155.69.130.13,  ,   155.69.5.223 Fri 16th Jan,2004 09:21 pm
10.4.202.77,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 09:24 pm
10.4.202.77,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 09:24 pm
10.13.34.8,   unknown,   203.199.81.149 Fri 16th Jan,2004 09:24 pm
10.13.34.8,   unknown,   203.199.81.149 Fri 16th Jan,2004 09:24 pm
10.13.34.8,   unknown,   203.199.81.149 Fri 16th Jan,2004 09:24 pm
10.3.2.41,   unknown,   203.199.81.149 Fri 16th Jan,2004 09:38 pm
,  ,   219.65.85.15 Fri 16th Jan,2004 09:42 pm
10.4.202.46,   10.4.11.21,   203.199.81.149 Fri 16th Jan,2004 09:49 pm
202.157.67.4,  ,   202.157.67.3 Fri 16th Jan,2004 09:52 pm
,  ,   61.1.127.98 Fri 16th Jan,2004 09:59 pm
203.159.37.48,  ,   203.159.36.10 Fri 16th Jan,2004 10:01 pm
172.26.77.15 213.98.175.21,  ,   80.58.35.45 Fri 16th Jan,2004 10:16 pm
,  ,   220.224.29.24 Fri 16th Jan,2004 10:19 pm
10.5.201.12,   10.5.11.3,   203.199.51.149 Fri 16th Jan,2004 10:23 pm
,  ,   147.83.114.119 Fri 16th Jan,2004 10:24 pm
10.129.187.17,   unknown,   203.199.51.149 Fri 16th Jan,2004 10:25 pm
10.129.187.17,   unknown,   203.199.51.149 Fri 16th Jan,2004 10:25 pm
10.129.187.17,   unknown,   203.199.51.149 Fri 16th Jan,2004 10:25 pm
10.129.187.17,   unknown,   203.199.51.149 Fri 16th Jan,2004 10:25 pm
10.129.187.17,   unknown,   203.199.51.149 Fri 16th Jan,2004 10:26 pm
172.31.77.40,  ,   210.212.49.14 Fri 16th Jan,2004 10:28 pm
,  ,   202.131.103.101 Fri 16th Jan,2004 10:30 pm
,  ,   61.1.50.54 Fri 16th Jan,2004 10:31 pm
10.13.101.7,   unknown,   203.199.81.149 Fri 16th Jan,2004 10:33 pm
,  ,   61.1.50.54 Fri 16th Jan,2004 10:36 pm
172.31.77.40,  ,   210.212.49.14 Fri 16th Jan,2004 10:38 pm
172.31.77.40,  ,   210.212.49.14 Fri 16th Jan,2004 10:38 pm
172.31.77.40,  ,   210.212.49.14 Fri 16th Jan,2004 10:40 pm
10.13.213.15,   10.13.101.15,   203.199.81.149 Fri 16th Jan,2004 10:49 pm
10.13.213.15,   10.13.101.15,   203.199.51.149 Fri 16th Jan,2004 10:49 pm
10.13.213.15,   10.13.101.15,   203.199.51.149 Fri 16th Jan,2004 10:49 pm
10.13.213.15,   10.13.101.15,   203.199.51.149 Fri 16th Jan,2004 10:49 pm
10.3.203.45,   10.3.26.2,   203.199.51.149 Fri 16th Jan,2004 10:53 pm
10.3.203.45,   10.3.26.2,   203.199.51.149 Fri 16th Jan,2004 10:53 pm
10.3.203.45,   10.3.26.2,   203.199.81.149 Fri 16th Jan,2004 10:54 pm
192.168.2.50,  ,   202.63.165.254 Fri 16th Jan,2004 10:56 pm
10.3.203.45,   10.3.26.2,   203.199.51.149 Fri 16th Jan,2004 10:57 pm
,  ,   202.41.82.34 Fri 16th Jan,2004 11:00 pm
,  ,   61.11.23.214 Fri 16th Jan,2004 11:02 pm
172.16.1.16,  ,   61.17.14.162 Fri 16th Jan,2004 11:04 pm
127.0.0.1,  ,   203.129.195.138 Fri 16th Jan,2004 11:06 pm
172.16.3.17,   202.63.171.131,   202.63.171.130 Fri 16th Jan,2004 11:11 pm
80.34.171.175,  ,   80.58.35.45 Fri 16th Jan,2004 11:15 pm
10.104.1.1,   unknown,   203.199.51.149 Fri 16th Jan,2004 11:16 pm
,  ,   65.37.156.98 Fri 16th Jan,2004 11:43 pm
10.13.31.7,   unknown,   203.199.81.149 Fri 16th Jan,2004 11:54 pm
192.168.9.206,  ,   210.212.165.132 Sat 17th Jan,2004 12:01 am
,  ,   219.65.46.133 Sat 17th Jan,2004 12:04 am
10.100.5.11,   unknown,   203.199.81.149 Sat 17th Jan,2004 12:19 am
,  ,   61.1.104.34 Sat 17th Jan,2004 12:35 am
10.100.5.11,   unknown,   203.199.81.149 Sat 17th Jan,2004 12:47 am
10.100.5.11,   unknown,   203.199.81.149 Sat 17th Jan,2004 12:48 am
10.100.5.11,   unknown,   203.199.51.149 Sat 17th Jan,2004 12:49 am
10.4.202.74,   10.4.11.21,   203.199.51.149 Sat 17th Jan,2004 12:58 am
10.4.202.74,   10.4.11.21,   203.199.81.149 Sat 17th Jan,2004 12:58 am
10.4.202.74,   10.4.11.21,   203.199.81.149 Sat 17th Jan,2004 12:58 am
10.9.3.25,   10.9.11.16,   203.199.81.149 Sat 17th Jan,2004 01:04 am
,  ,   64.12.96.236 Sat 17th Jan,2004 01:11 am
,  ,   64.12.96.236 Sat 17th Jan,2004 01:17 am
,  ,   219.65.88.14 Sat 17th Jan,2004 02:00 am
10.3.203.58,   10.3.26.2,   203.199.51.149 Sat 17th Jan,2004 02:29 am
10.3.203.58,   10.3.26.2,   203.199.51.149 Sat 17th Jan,2004 02:29 am
10.3.203.58,   10.3.26.2,   203.199.51.149 Sat 17th Jan,2004 02:29 am
,  ,   61.1.44.131 Sat 17th Jan,2004 02:40 am
,  ,   212.201.46.10 Sat 17th Jan,2004 03:06 am
10.90.4.191,  ,   212.98.201.1 Sat 17th Jan,2004 04:14 am
172.31.78.52,  ,   210.212.49.14 Sat 17th Jan,2004 05:16 am
,  ,   61.1.36.175 Sat 17th Jan,2004 08:05 am
,  ,   61.1.163.149 Sat 17th Jan,2004 08:20 am
153.11.103.12,  ,   203.115.114.66 Sat 17th Jan,2004 09:40 am
,  ,   203.196.240.182 Sat 17th Jan,2004 09:57 am
172.16.18.21,  ,   203.124.132.125 Sat 17th Jan,2004 10:32 am
,  ,   203.199.141.99 Sat 17th Jan,2004 11:06 am
10.10.10.24,  ,   61.11.17.165 Sat 17th Jan,2004 11:12 am
202.51.78.167,  ,   202.51.78.5 Sat 17th Jan,2004 11:21 am
10.129.187.17,   unknown,   203.199.51.149 Sat 17th Jan,2004 11:25 am
10.129.187.17,   unknown,   203.199.81.149 Sat 17th Jan,2004 11:25 am
10.129.187.17,   unknown,   203.199.51.149 Sat 17th Jan,2004 11:25 am
,  ,   61.1.106.93 Sat 17th Jan,2004 11:32 am
10.129.187.17,   unknown,   203.199.81.149 Sat 17th Jan,2004 11:41 am
10.129.187.17,   unknown,   203.199.81.149 Sat 17th Jan,2004 11:41 am
10.129.187.17,   unknown,   203.199.81.149 Sat 17th Jan,2004 11:42 am
10.129.187.17,   unknown,   203.199.51.149 Sat 17th Jan,2004 11:43 am
,  ,   203.199.141.99 Sat 17th Jan,2004 11:43 am
10.129.187.17,   unknown,   203.199.81.149 Sat 17th Jan,2004 11:48 am
10.129.187.17,   unknown,   203.199.81.149 Sat 17th Jan,2004 11:48 am
,  ,   61.95.215.185 Sat 17th Jan,2004 11:51 am
,  ,   24.225.81.8 Sat 17th Jan,2004 11:54 am
192.168.133.13,  ,   203.129.220.115 Sat 17th Jan,2004 11:59 am
,  ,   203.199.141.99 Sat 17th Jan,2004 12:02 pm
210.210.55.217,  ,   210.210.55.217 Sat 17th Jan,2004 12:13 pm
172.16.200.36,  ,   210.212.194.30 Sat 17th Jan,2004 12:26 pm
,  ,   61.1.110.9 Sat 17th Jan,2004 12:27 pm
10.129.208.1,   10.129.1.22,   203.199.81.149 Sat 17th Jan,2004 12:45 pm
10.129.208.1,   10.129.1.22,   203.199.81.149 Sat 17th Jan,2004 12:45 pm
10.13.212.2,   10.13.101.15,   203.199.51.149 Sat 17th Jan,2004 12:46 pm
,  ,   219.65.32.141 Sat 17th Jan,2004 12:53 pm
10.129.208.1,   10.129.1.22,   203.199.81.149 Sat 17th Jan,2004 12:53 pm
10.129.208.1,   10.129.1.22,   203.199.81.149 Sat 17th Jan,2004 12:55 pm
10.13.101.18,   unknown,   203.199.81.149 Sat 17th Jan,2004 12:57 pm
10.7.11.4,   unknown,   203.199.81.149 Sat 17th Jan,2004 01:02 pm
10.9.2.54,   10.9.11.16,   203.199.81.149 Sat 17th Jan,2004 01:12 pm
10.100.63.147,  ,   202.138.119.193 Sat 17th Jan,2004 01:33 pm
,  ,   219.65.81.85 Sat 17th Jan,2004 01:34 pm
10.0.0.117,  ,   203.195.201.28 Sat 17th Jan,2004 01:41 pm
192.168.2.57,   127.0.0.1,   210.212.228.8 Sat 17th Jan,2004 01:48 pm
203.187.202.121,   203.187.202.121,   203.187.202.121 Sat 17th Jan,2004 01:59 pm
10.104.1.1,   unknown,   203.199.81.149 Sat 17th Jan,2004 02:01 pm
10.12.232.18,   10.12.41.11,   203.199.81.149 Sat 17th Jan,2004 02:14 pm
,  ,   24.42.27.249 Sat 17th Jan,2004 02:30 pm
202.88.152.84,  ,   202.88.152.84 Sat 17th Jan,2004 02:36 pm
10.100.63.171,  ,   202.138.119.193 Sat 17th Jan,2004 02:39 pm
,  ,   61.17.13.5 Sat 17th Jan,2004 02:40 pm
,  ,   202.160.172.2 Sat 17th Jan,2004 02:57 pm
155.69.133.246,  ,   155.69.5.223 Sat 17th Jan,2004 02:57 pm
155.69.133.246,  ,   155.69.5.223 Sat 17th Jan,2004 02:58 pm
172.16.200.36,  ,   210.212.194.30 Sat 17th Jan,2004 02:58 pm
,  ,   203.94.233.105 Sat 17th Jan,2004 03:08 pm
10.0.90.149,  ,   210.212.157.2 Sat 17th Jan,2004 03:12 pm
,  ,   203.94.234.67 Sat 17th Jan,2004 03:20 pm
